,symbol,markPrice,indexPrice,estimatedSettlePrice,lastFundingRate,interestRate,nextFundingTime,time
1,RAYUSDT,13.38088813,13.35790629,13.29743177,0.00078784,0.0001,1.63068E+12,1.63066E+12
