,symbol,id,orderId,side,price,qty,realizedPnl,marginAsset,quoteQty,commission,commissionAsset,time,positionSide,buyer,maker,Mark Price,symbol_r,status,clientOrderId,price_r,avgPrice,origQty,executedQty,cumQty,cumQuote,timeInForce,type,reduceOnly,closePosition,side_r,positionSide_r,stopPrice,workingType,priceProtect,origType,updateTime
0,XRPUSDT,608378394,16770598802,SELL,1.1983,7.9,0,USDT,9.46657,0.00378662,USDT,1630487806413,BOTH,False,False,1.29758595,XRPUSDT,NEW,o5oGQVHHqI23JjZ8S97dAN,0,0.0,7.9,0,0,0,GTC,MARKET,False,False,SELL,BOTH,0,CONTRACT_PRICE,False,MARKET,1630487806413
